workload_id,panel_source_id,panel_task_family,profile_name,source_origin,source_kind,source_edge,window_tag,environment_rollout_scheduled,training_scheduled,profile_specific_tuning
m1680-spec-0071::T4_variable_diagnostic_delay::L0_current_masked,m1680-spec-0071,T4_variable_diagnostic_delay,L0_current_masked,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L1_one_step,m1680-spec-0071,T4_variable_diagnostic_delay,L1_one_step,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_13,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_13,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_13_current_tiled,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_13_current_tiled,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_25,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_25,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_25_current_tiled,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_25_current_tiled,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_50,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_50,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_50_current_tiled,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_50_current_tiled,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_100,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_100,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L2_window_100_current_tiled,m1680-spec-0071,T4_variable_diagnostic_delay,L2_window_100_current_tiled,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L3_online_gru,m1680-spec-0071,T4_variable_diagnostic_delay,L3_online_gru,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0071::T4_variable_diagnostic_delay::L3_reset_control_corrected,m1680-spec-0071,T4_variable_diagnostic_delay,L3_reset_control_corrected,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0000,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0000,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0000,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0000,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0000::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0000,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0001,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0001,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0001,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0001,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0001::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0001,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|t4_capability_step_temporal,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0002,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0002,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0002,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0002,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0002::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0002,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,capability_step_down|t4_actuator_delay_response,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0003,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0003,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0003,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0003,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0003::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0003,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0004,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0004,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0004,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0004,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0004::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0004,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,t4_actuator_delay_response|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0005,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0005,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0005,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0005,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0005::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0005,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0006,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0006,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_25,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_25,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_25_current_tiled,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_25_current_tiled,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_50,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_50,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_50_current_tiled,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_50_current_tiled,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_100,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_100,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L2_window_100_current_tiled,m1680-spec-0006,T5_source_rich_extreme_dynamics,L2_window_100_current_tiled,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L3_online_gru,m1680-spec-0006,T5_source_rich_extreme_dynamics,L3_online_gru,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0006::T5_source_rich_extreme_dynamics::L3_reset_control_corrected,m1680-spec-0006,T5_source_rich_extreme_dynamics,L3_reset_control_corrected,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,False,False,False
m1680-spec-0007::T5_source_rich_extreme_dynamics::L0_current_masked,m1680-spec-0007,T5_source_rich_extreme_dynamics,L0_current_masked,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0007::T5_source_rich_extreme_dynamics::L1_one_step,m1680-spec-0007,T5_source_rich_extreme_dynamics,L1_one_step,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0007::T5_source_rich_extreme_dynamics::L2_window_13,m1680-spec-0007,T5_source_rich_extreme_dynamics,L2_window_13,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
m1680-spec-0007::T5_source_rich_extreme_dynamics::L2_window_13_current_tiled,m1680-spec-0007,T5_source_rich_extreme_dynamics,L2_window_13_current_tiled,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,False,False,False
