task_source_id,parent_task_source_id,repair_candidate_id,repair_axis,source_split,parent_resolution_method,parent_resolution_key,panel_source_id,panel_task_family,source_origin,source_kind,source_edge,window_tag,source_role_semantics,parent_feasibility_tier_id,normalized_surface_variant,sampled_obstacle_label,materialization_semantics,proxy_template_family,generated_source_row,paper_validity_claim,contract_violation_count,history_length_is_positive,action_history_mode_full,include_privileged_params_false,wheel_observation_mode_none,obstacle_relative_velocity_mode_zero
m2048-repair-crsr_v0_0083_family_offtrack_relief,m2033-smoke-0031-m1680-spec-0005,crsr_v0_0083_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0005,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,capability_step_proxy,t4_capability_step_temporal|capability_step_down,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_capability_step_temporal,capability_step_down,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0084_family_offtrack_relief,m2033-smoke-0000-m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,crsr_v0_0084_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0085_family_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0085_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0086_family_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0086_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0087_family_offtrack_relief,m2033-smoke-0027-m1680-spec-0040,crsr_v0_0087_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0040,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0088_family_offtrack_relief,m2033-smoke-0028-m1680-spec-0003,crsr_v0_0088_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0003,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,actuator_delay_proxy,t4_actuator_delay_response|actuator_delay_step,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_actuator_delay_response,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0089_family_offtrack_relief,m2033-smoke-0001-m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,crsr_v0_0089_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,T1_reactive_active_safety,m1983_outcome_support,mitigation_isolation_check,unavoidable_mitigation|tier_d_handling_limit_drift_required|steady_surface|unavoidable,m2026_source_coverage_repair,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,unavoidable,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0090_family_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0090_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0091_family_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0091_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0092_family_offtrack_relief,m2033-smoke-0024-m1680-spec-0000,crsr_v0_0092_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0000,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0093_family_offtrack_relief,m2033-smoke-0033-m1680-spec-0006,crsr_v0_0093_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0006,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0094_family_offtrack_relief,m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,crsr_v0_0094_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,T1_reactive_active_safety,m1983_outcome_support,offtrack_boundary_relief,stable_aes_only|tier_not_applicable_offtrack_boundary_relief|relief_surface_unspecified|aes_feasible,m2026_source_coverage_repair,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0095_family_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0095_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0096_family_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0096_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0097_family_offtrack_relief,m2033-smoke-0025-m1680-spec-0036,crsr_v0_0097_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0036,T4_variable_diagnostic_delay,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0098_family_offtrack_relief,m2033-smoke-0030-m1680-spec-0036,crsr_v0_0098_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0036,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,actuator_delay_proxy+terminal_boundary_proxy+warmup_proxy,actuator_delay_step|t5_near_boundary_warmup,reveal_plus_4,clean_history_control_public_pairs,T5,actuator_delay_step,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0099_family_offtrack_relief,m2033-smoke-0003-m2020-active-safety-0000,crsr_v0_0099_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2020-active-safety-0000,T1_reactive_active_safety,m2020_multi_slice_bounded_diagnostic,success_stabilizer,drift_required_recovery|tier_c_boundary_near_miss|post_friction_step|drift_required,m2020_public_diagnostic,drift_required_recovery,tier_c_boundary_near_miss,post_friction_step,drift_required,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0100_family_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0100_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0101_family_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0101_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0102_family_offtrack_relief,m2033-smoke-0026-m1680-spec-0038,crsr_v0_0102_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0038,T4_variable_diagnostic_delay,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0103_family_offtrack_relief,m2033-smoke-0035-m1680-spec-0043,crsr_v0_0103_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0043,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,terminal_boundary_proxy+warmup_proxy,t5_near_boundary_warmup|t5_boundary_axis_retarget,mapping_window_unspecified,public_measured_intervention_candidate,T5,t5_near_boundary_warmup,t5_boundary_axis_retarget,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0104_family_offtrack_relief,m2033-smoke-0000-m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,crsr_v0_0104_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0105_family_offtrack_relief,m2033-smoke-0005-m1680-spec-0000,crsr_v0_0105_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m1680-spec-0000,T2_same_current_different_older_history,m1680_controller_family_task_source,actuator_delay_proxy+capability_step_proxy,actuator_delay_step|capability_step_up,reveal_plus_4,clean_history_control_public_pairs,T4,capability_step_up,actuator_delay_step,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0106_family_offtrack_relief,m2033-smoke-0016-m1680-spec-0006,crsr_v0_0106_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m1680-spec-0006,T3_active_diagnostic_warmup,m1680_controller_family_task_source,capability_step_proxy+warmup_proxy,t4_staged_warmup_capability|capability_step_up,mapping_window_unspecified,public_measured_intervention_candidate,T4,t4_staged_warmup_capability,capability_step_up,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0107_family_offtrack_relief,m2033-smoke-0027-m1680-spec-0040,crsr_v0_0107_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T4_variable_diagnostic_delay,m1680-spec-0040,T4_variable_diagnostic_delay,m1680_controller_family_task_source,terminal_boundary_proxy,curved_boundary_obstacle|t5_boundary_axis_retarget,decision_minus_32,clean_history_control_public_pairs,T5,t5_boundary_axis_retarget,curved_boundary_obstacle,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0108_family_offtrack_relief,m2033-smoke-0032-m1680-spec-0038,crsr_v0_0108_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T5_source_rich_extreme_dynamics,m1680-spec-0038,T5_source_rich_extreme_dynamics,m1680_controller_family_task_source,capability_step_proxy+terminal_boundary_proxy+warmup_proxy,capability_step_down|t5_near_boundary_warmup,decision_minus_24,clean_history_control_public_pairs,T5,capability_step_down,t5_near_boundary_warmup,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0109_family_offtrack_relief,m2033-smoke-0001-m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,crsr_v0_0109_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T1_reactive_active_safety,m2026-t1-m1983_outcome_support-cosr_v0_0144_collision_mitigation_relief,T1_reactive_active_safety,m1983_outcome_support,mitigation_isolation_check,unavoidable_mitigation|tier_d_handling_limit_drift_required|steady_surface|unavoidable,m2026_source_coverage_repair,unavoidable_mitigation,tier_d_handling_limit_drift_required,steady_surface,unavoidable,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0110_family_offtrack_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0110_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T2_same_current_different_older_history,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0111_family_offtrack_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0111_family_offtrack_relief,family_offtrack_relief,public_debug,family_slice,T3_active_diagnostic_warmup,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0112_zero_success_source_kind_relief,m2033-smoke-0000-m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,crsr_v0_0112_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,anchor_neighborhood,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0113_zero_success_source_kind_relief,m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,crsr_v0_0113_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,offtrack_boundary_relief,m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,T1_reactive_active_safety,m1983_outcome_support,offtrack_boundary_relief,stable_aes_only|tier_not_applicable_offtrack_boundary_relief|relief_surface_unspecified|aes_feasible,m2026_source_coverage_repair,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0114_zero_success_source_kind_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0114_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_mixed_authority_older_history_proxy,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0115_zero_success_source_kind_relief,m2033-smoke-0011-m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,crsr_v0_0115_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_rear_lateral_authority_older_history_proxy,m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_rear_lateral_authority_older_history_proxy,same_current|same_current_rear_lateral_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_rear_lateral_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0116_zero_success_source_kind_relief,m2033-smoke-0012-m2029-t2-same_current_steer_lag_older_history_proxy-00,crsr_v0_0116_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_steer_lag_older_history_proxy,m2029-t2-same_current_steer_lag_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_steer_lag_older_history_proxy,same_current|same_current_steer_lag_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_steer_lag_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0117_zero_success_source_kind_relief,m2033-smoke-0013-m2029-t2-same_current_yaw_authority_older_history_proxy-00,crsr_v0_0117_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_yaw_authority_older_history_proxy,m2029-t2-same_current_yaw_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_yaw_authority_older_history_proxy,same_current|same_current_yaw_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_yaw_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0118_zero_success_source_kind_relief,m2033-smoke-0017-m1680-spec-0043,crsr_v0_0118_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,terminal_boundary_proxy+warmup_proxy,m1680-spec-0043,T3_active_diagnostic_warmup,m1680_controller_family_task_source,terminal_boundary_proxy+warmup_proxy,t5_near_boundary_warmup|t5_boundary_axis_retarget,mapping_window_unspecified,public_measured_intervention_candidate,T5,t5_near_boundary_warmup,t5_boundary_axis_retarget,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0119_zero_success_source_kind_relief,m2033-smoke-0019-m2029-t3-warmup_mixed_authority_proxy-00,crsr_v0_0119_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,warmup_mixed_authority_proxy,m2029-t3-warmup_mixed_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_mixed_authority_proxy,active_diagnostic_warmup|warmup_mixed_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_mixed_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_staged_warmup_capability,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0120_zero_success_source_kind_relief,m2033-smoke-0020-m2029-t3-warmup_rear_lateral_authority_proxy-00,crsr_v0_0120_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,warmup_rear_lateral_authority_proxy,m2029-t3-warmup_rear_lateral_authority_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_rear_lateral_authority_proxy,active_diagnostic_warmup|warmup_rear_lateral_authority_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_rear_lateral_authority_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0121_zero_success_source_kind_relief,m2033-smoke-0021-m2029-t3-warmup_steer_lag_proxy-00,crsr_v0_0121_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,warmup_steer_lag_proxy,m2029-t3-warmup_steer_lag_proxy-00,T3_active_diagnostic_warmup,m2029_t2_t3_source_generation_preflight,warmup_steer_lag_proxy,active_diagnostic_warmup|warmup_steer_lag_proxy|brake_tap|duration0p5|reveal0p2,m2029_warmup_brake_tap_reveal0p2,active_diagnostic_warmup,T3_generated,warmup_steer_lag_proxy,active_diagnostic_warmup,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0122_zero_success_source_kind_relief,m2033-smoke-0000-m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,crsr_v0_0122_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,anchor_neighborhood,m2026-t1-m1983_outcome_support-cosr_v0_0000_offtrack_anchor_relief,T1_reactive_active_safety,m1983_outcome_support,anchor_neighborhood,stable_aeb|tier_c_boundary_near_miss|post_friction_step|aeb_feasible,m2026_source_coverage_repair,stable_aeb,tier_c_boundary_near_miss,post_friction_step,aeb_feasible,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0123_zero_success_source_kind_relief,m2033-smoke-0002-m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,crsr_v0_0123_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,offtrack_boundary_relief,m2026-t1-m1983_outcome_support-cosr_v0_0064_offtrack_boundary_relief_extension,T1_reactive_active_safety,m1983_outcome_support,offtrack_boundary_relief,stable_aes_only|tier_not_applicable_offtrack_boundary_relief|relief_surface_unspecified|aes_feasible,m2026_source_coverage_repair,stable_aes_only,tier_not_applicable_offtrack_boundary_relief,relief_surface_unspecified,aes_feasible,smoke_proxy,t5_boundary_axis_retarget,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0124_zero_success_source_kind_relief,m2033-smoke-0010-m2029-t2-same_current_mixed_authority_older_history_proxy-00,crsr_v0_0124_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_mixed_authority_older_history_proxy,m2029-t2-same_current_mixed_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_mixed_authority_older_history_proxy,same_current|same_current_mixed_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_mixed_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t5_near_boundary_warmup,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0125_zero_success_source_kind_relief,m2033-smoke-0011-m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,crsr_v0_0125_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_rear_lateral_authority_older_history_proxy,m2029-t2-same_current_rear_lateral_authority_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_rear_lateral_authority_older_history_proxy,same_current|same_current_rear_lateral_authority_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_rear_lateral_authority_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
m2048-repair-crsr_v0_0126_zero_success_source_kind_relief,m2033-smoke-0012-m2029-t2-same_current_steer_lag_older_history_proxy-00,crsr_v0_0126_zero_success_source_kind_relief,zero_success_source_kind_relief,public_gate,source_kind_slice,same_current_steer_lag_older_history_proxy,m2029-t2-same_current_steer_lag_older_history_proxy-00,T2_same_current_different_older_history,m2029_t2_t3_source_generation_preflight,same_current_steer_lag_older_history_proxy,same_current|same_current_steer_lag_older_history_proxy|k0p25|older1p5,m2029_same_current_k0p25_older1p5,same_current_different_older_history,T2_generated,same_current_steer_lag_older_history_proxy,same_current_different_older_history,smoke_proxy,t4_actuator_delay_response,False,False,0,True,True,True,True,True
